card_company_id,name,img_url,benefits,created_at,type
5,롯데체크카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC00041-A00041_nm1.png,"<혜택>[포인트 적립] 전국 가맹점에서 롯데카드 제공 L.POINT 0.2% 적립SK주유소(LPG 제외)에서 리터당 50포인트 롯데 SK주유포인트 적립[연회비 면제] 평생 연회비가 면제됩니다.[해외이용] 해외이용 안내[해외 가맹점 이용]해외 VISA 전 가맹점(온라인가맹점 포함)에서 일시불 거래만 가능합니다.(단, 호텔, 렌터카, 항공사, 주유소, 도박, 통신판매 등 해외 일부 업종에서 이용이 제한될 수 있습니다.)해외 이용 시 미화(USD)기준 이용 금액에 국제브랜드사가 부과하는 수수료(VISA 1%)를 포함하여 접수일의 환율 적용 후 롯데카드가 부과하는 해외 이용 수수료(0.2%)를 포함한 금액으로 출금됩니다.[해외 ATM 이용]해외 VISA 또는 PLUS/ 은련(Unionpay) 로고가 부착된 ATM에서 예금(현지통화)인출이 가능합니다.예금 인출 시 해외 이용 수수료(VISA : 인출금액의 1% + USD 3.0, 은련(Unionpay) : 건당 USD 2.5)가 포함되어 출금됩니다.국제브랜드사 수수료의 경우, 국제브랜드사 정책에 따라 달라질 수 있습니다.
",2025-05-19 01:25:01.170250,DebitCard
5,롯데포인트 플러스 체크카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC00284-A00284_nm1.png,"<적립>[더블포인트 적립 서비스] 혜택L.POINT 모든 제휴사에서 포인트플러스 카드로 결제 시 제휴사 현장에서 적립받은 L.POINT(L.POINT 카드 기본 적립포인트)를 한 번 더 적립!L.POINT 제휴사 안내L.POINT 제휴사에 관한 자세한 내용은 L.POINT 홈페이지 (www.lpoint.com)에서 확인하실 수 있습니다.각 제휴사별 현장 적립포인트는 L.POINT 카드 적립률로 운영되며, 제휴사별 적립 기준에 의해 적립됩니다.각 제휴사별 현장 적립률 및 세부적립 기준은 L.POINT 홈페이지 (www.lpoint.com)에서 확인하실 수 있습니다.이 더블 적립서비스는 포인트플러스 카드로 결제하시면서 현장 적립 받으신 포인트만큼 한 번 더 적립해 드리는 서비스로, 다른 결제수단으로 결제하신 후 포인트플러스 카드로 현장 적립만 받으신 경우나 행사 등으로 제휴사에서 제공된 포인트에 대해서는 제공되지 않습니다.L.POINT 신규 제휴사가 추가 되는 경우에도 서비스가 제공됩니다.무이자 할부 이용 시 더블 포인트 적립서비스는 제공되지 않습니다.제휴사의 사정, 행사 등으로 인해 현장 적립이 제공되지 않은 매출에 대해서는 제공되지 않습니다.임대매장, 매장 내 위치한 가맹점 등과 같이 L.POINT 외 가맹점 번호를 사용하는 곳에서는 더블 적립이 제공되지 않습니다.롯데카드 제공 L.POINT는 카드결제 승인이 카드사에 접수된 이후, 영업일 기준 4일 이내에 적립됩니다.포인트로 결제한 금액에 대해서는 포인트 적립이 되지 않습니다.회원탈회, 카드도난, 분실 등의 사유로 카드사용이 정지된 경우에는 포인트 사용이 제한됩니다.매출 취소 시 취소 매출에 해당하는 포인트는 차감됩니다.위 L.POINT 제휴처에 포인트 적립을 위해 고객정보가 제공될 수 있으며, 신청서상 선택적 동의에 동의하신 경우 마케팅 활용 목적으로 고객정보가 사용될 수 있습니다.롯데멤버스㈜ 고객정보 제공에 동의한 회원에 한하여 L.POINT 적립 및 사용이 가능합니다.체크카드 해외이용 안내[해외 가맹점 이용]해외 VISA 전 가맹점(온라인가맹점 포함)에서 일시불 거래만 가능합니다.(단, 호텔, 렌터카, 항공사, 주유소, 도박, 통신판매 등 해외 일부 업종에서 이용이 제한될 수 있습니다.)해외 이용 시 미화(USD)기준 이용 금액에 국제브랜드사가 부과하는 수수료(VISA 1%)를 포함하여 접수일의 환율 적용 후 롯데카드가 부과하는 해외 이용 수수료(0.2%)를 포함한 금액으로 출금됩니다.[해외 ATM 이용]해외 VISA 또는 PLUS 로고가 부착된 ATM에서 예금(현지통화)인출이 가능합니다.예금 인출 시 해외 이용 수수료(VISA : 인출금액의 1% + USD 3.0 : 건당 USD 2.5)가 포함되어 출금됩니다.국제브랜드사 수수료의 경우, 국제브랜드사 정책에 따라 달라질 수 있습니다.VISA 브랜드 발급은 고객센터(1588-8100)을 통해 문의 바랍니다.
<혜택더하기>[쇼핑] 롯데백화점5% 현장할인 e-쿠폰 및 무료주차권 제공쿠폰 발행월 직전 6개월간 롯데백화점에서 30만원이상 일시불 및 할부 카드 이용회원에 한하여 매월 1일, 2매 발행롯데면세점 5~10% 현장할인 (일부품목 제외)오프라인 매장 기준, 기타 할인서비스와 중복 적용 불가[뷰티] 박준뷰티랩 20% 현장 할인박승철헤어스투디오 15% 현장 할인 (프리미엄 매장 제외)다른 할인 서비스와 중복 혜택이 불가능 하며 커트, 드라이, 물품구입 및 클리닉 메뉴는 할인에서 제외됩니다.
",2025-05-19 01:25:08.980791,DebitCard
5,I♥Busan 체크카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC00361-A00361_nm1.png,"<대표혜택>[지역특화서비스] I♥Busan 우대 가맹점 할인지역 유명카페 및 음식점 특별할인지역공헌서비스카드 이용금액의 0.1%를 부산지역을 위한 기금 적립 및 지원[연회비 면제 및 SMS 무료 서비스] 평생 연회비가 면제되며, 카드 이용 안내 정보를 등록한 휴대폰으로 실시간 전송해 드리는 SMS 서비스는 무료입니다.
",2025-05-19 01:25:16.673627,DebitCard
5,롯데 비즈니스 체크 카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC01261-A01261_nm1.png,"<할인>[비즈니스 및 주유업종 할인] 할인 대상 업종<table class=""tblH tableJs""><caption>할인 대상 업종</caption><colgroup><col style=""width:30%""/><col/></colgroup><thead><tr><th scope=""col""><b>구분</b></th><th scope=""col""><b>업종</b></th></tr></thead><tbody><tr><th scope=""row"">비용절감</th><td>문구 / 사무용품 / 렌터카 / 컴퓨터 / 통신비 / 자동차정비<br/>서점 / 조경 / 화원 / 우체국 서비스</td></tr><tr><th scope=""row"">복지지원</th><td>스포츠센터 / 편의점 / 병원 / 보험 / 택시비 / 철도</td></tr><tr><th scope=""row"">주유</th><td>주유소 (가스충전소 포함)</td></tr></tbody></table>할인율 및 할인 한도<table class=""tblH tableJs""><caption>할인율 및 할인 한도</caption><colgroup><col style=""width:30%""/><col/><col style=""width:35%""/><col/></colgroup><thead><tr><th scope=""col"">지난달 청구서상 카드 이용금액</th><th scope=""col""><b>할인율</b></th><th scope=""col""><b>월간 할인한도</b></th><th scope=""col""><b>총 할인한도</b></th></tr></thead><tbody><tr><th scope=""row"">50만원 이상</th><td>7%</td><td>비용절감 : 2만원<br/>복지지원 : 2만원</td><td>4만원</td></tr><tr><th scope=""row"">80만원 이상</th><td>10% + 주유 : 4%</td><td>비용절감 : 3만원<br/>복지지원 : 4만원<br/>주유할인 : 1만원</td><td>8만원</td></tr></tbody></table>이용기준신규 회원님의 경우 처음 발급 후 발급월 포함 다다음달 말일까지 지난달 이용금액에 관계없이 대상업종에 대해 7% 할인을 받으실 수 있습니다.위 서비스는 오프라인 매장 할인 기준이며, 대상업종 2만원 이상 매출 건에 대해 할인 적용됩니다.(온라인 매장 이용 시, 위의 할인이 적용되지 않을 수 있습니다.)지난달 청구서상 이용금액 기준에 따라 익월 할인 되며, 할인 대상 매출은 이용금액 산정시 제외됩니다.제외되는 롯데카드 기본서비스 : 놀이공원, 롯데시네마, TGIF, 롯데카드 제공 L.POINT, SK주유포인트롯데멤버스㈜ 고객정보 제공에 동의하신 회원에 한하여 L.POINT 적립 및 사용이 가능합니다.결제일 변경시 변경되는 결제일의 신용공여기간에 따라 이용금액이 산정 되므로, 할인율이 변경될 수 있으니 유의하시기 바랍니다.청구할인 처리기준은 신용카드 승인시점을 기준으로 신용카드 전표 접수순으로 할인 적용됩니다.할인 적용 받은 거래의 매출 취소를 포함한 연속된 매출 승인이 있을 경우, 취소거래 정보가 실시간으로 접수되지 않으므로 할인한도가 즉시 복원되지 않으니 유의하시기 바랍니다.병원 업종 중 동물병원, 산후조리원, 요양원, 한의원(한약방)은 할인 대상에서 제외됩니다. 택시, 철도 할인의 경우 신용카드가 결제되는 경우에만 할인이 적용됩니다. 단, 일부 택시의 경우 가맹점 사정에 따라 할인이 되지 않을 수 있습니다.주유 서비스의 경우 당사 주유소 및 가스 충전소로 등록된 가맹점에 한하여 제공됩니다.최대할인 한도 적용을 위해서는 할인된 매출을 포함하여 최소 160만원 이상 이용하셔야 합니다.[세무지원 서비스] ""롯데 비즈니스 카드 이용시 부가세 환급 지원 서비스 제공"" : 부가세 환급에 필요한 정보 자동분류, 간편하게 부가세 신고 및 환급세무주치의 서비스 : NICE 디앤알 지정 세무사의 무료 세무상담전자세금계산서 서비스 : 매월 250건 전자세금계산서 무료제공나이스데이터(www.nicedata.co.kr) 회원가입 필수[잔여한도 알리미 서비스] 잔여한도 SMS 전송SMS 발송시 대상카드 승인내역 및 잔여한도를 전송해 드립니다. 단, 장기카드대출(카드론) 한도는 제외됩니다.잔여한도 알리미 서비스는 SMS 서비스를 신청한 회원님께 제공되며, 월 300원의 서비스 이용료가 부과됩니다.
<혜택더하기>[뷰티] 박준뷰티랩 20% 현장할인박승철헤어스투디오 15% 현장할인(프리미엄 매장 제외)뷰티서비스는 커트·드라이·클리닉·판매제품 할인 제외위 서비스는 현장할인 기준입니다.[쇼핑/외식] 롯데백화점 5% 현장할인 e-쿠폰, 3개월 무이자할부, 무료주차권 제공쿠폰 발행월 직전 6개월 간 롯데백화점에서 30만원 이상 카드 이용회원 매월 1일, 2매 제공세일상품, 식품, 식당, 가전, 명품매장 및 임대매장, elLOTTE 등에서는 할인적용 제외롯데면세점 5~15%, 신라아이파크면세점 10~15% 현장할인 (일부 브랜드 제외)롯데ON 5% 현장할인 (일부 품목 제외), 3개월 무이자할부 (일부품목 제외)롯데리아·나뚜루·엔제리너스커피 1,000원당 50원 현장할인개인정보 마케팅 활용 및 롯데멤버스㈜ 고객정보 제공에 동의한 회원에 한해 제공
",2025-05-19 01:25:24.668521,DebitCard
5,SUPER PLUS 체크카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC01278-A01278_nm1.png,"<캐시백>[전국 롯데슈퍼 전점 이용금액 최고 10% 캐시백] SUPER 10 서비스전국 롯데슈퍼 전점 이용금액 최고 10% 캐시백캐쉬백 비율 및 한도캐시백율 및 한도전전월 SUPER PLUS 체크카드 이용실적당월 캐쉬백율당월 캐쉬백 한도20만원 ~ 40만원 미만5%5천원40만원 이상10%1만원[외식업종 가맹점 이용 시 최고 10% 캐시백] PLUS 10 서비스외식업종 가맹점 이용 시 최고 10% 캐쉬백대상업종 : 일반음식점, 패스트푸드, 패밀리레스토랑, 커피전문점, 제과점,  아이스크림점캐쉬백 비율 및 한도캐시백율 및 한도전전월 SUPER PLUS 체크카드 이용실적당월 캐쉬백율당월 캐쉬백 한도20만원 ~ 40만원 미만5%5천원40만원 이상10%1만원[SUPER10 / PLUS10 서비스 이용안내] 서비스 적용 대상가맹점(롯데슈퍼, 외식업종)에서 2만원 이상 이용한 건에 한해 제공됩니다.SUPER PLUS 카드체크 전전월 이용실적으로 당월 캐쉬백율 및 한도가 결정됩니다.  (실적 산정 시 SUPER 10, PLUS10 서비스 적용 매출 제외)본인 및 가족카드 이용실적 산정 및 한도는 합산 적용됩니다.SUPER PLUS 체크카드 최초 발급월 포함 3개월 간 20~40만원 실적구간의 캐쉬백율 및 한도가 제공되며, 기간 중 이용실적이 40만원 이상 시에는 해당 캐쉬백율 및 한도로 제공됩니다.캐쉬백은 회원님의 체크카드 결제계좌로 건별 입금됩니다.PLUS10 서비스 대상 가맹점은 당사에 등록된 업종 기준으로 제공됩니다.캐쉬백 서비스는 매출의 접수 순으로 제공되며, 취소 시 취소매출 접수 시 한도가 복원되오니 유의하시기 바랍니다. (접수시점까지 2~3일 소요)상기 서비스의 기타 자세한 사항은 당사 홈페이지(www.lottecard.co.kr) 참조하시기 바랍니다.
",2025-05-19 01:25:40.155368,DebitCard
5,롯데체크카드VISA,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC02577-A02577_nm1.png,"<혜택>[포인트 적립] 전국 가맹점에서 롯데카드 제공 L.POINT 0.2% 적립SK주유소(LPG 제외)에서 리터당 50포인트 롯데 SK주유포인트 적립[연회비 면제] 평생 연회비가 면제됩니다.[해외이용] 해외이용 안내[해외 가맹점 이용]해외 VISA 전 가맹점(온라인가맹점 포함)에서 일시불 거래만 가능합니다.(단, 호텔, 렌터카, 항공사, 주유소, 도박, 통신판매 등 해외 일부 업종에서 이용이 제한될 수 있습니다.)해외 이용 시 미화(USD)기준 이용 금액에 국제브랜드사가 부과하는 수수료(VISA 1%)를 포함하여 접수일의 환율 적용 후 롯데카드가 부과하는 해외 이용 수수료(0.2%)를 포함한 금액으로 출금됩니다.[해외 ATM 이용]해외 VISA 또는 PLUS/ 은련(Unionpay) 로고가 부착된 ATM에서 예금(현지통화)인출이 가능합니다.예금 인출 시 해외 이용 수수료(VISA : 인출금액의 1% + USD 3.0, 은련(Unionpay) : 건당 USD 2.5)가 포함되어 출금됩니다.국제브랜드사 수수료의 경우, 국제브랜드사 정책에 따라 달라질 수 있습니다.
",2025-05-19 01:25:47.745746,DebitCard
5,롯데 체크플러스 카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC02860-A02860_nm1.png,"<적립>[더블 포인트 적립 서비스] 혜택모든 L.POINT 제휴사에서 롯데 체크 플러스 카드로 결제 시 제휴사 현장에서 적립받은 L.POINT를 한 번 더 적립!L.POINT 제휴사 안내L.POINT 제휴사에 관한 자세한 내용은 L.POINT 홈페이지 (www.lpoint.com)에서 확인하실 수 있습니다.각 제휴사별 현장 적립포인트는 롯데카드 제공 L.POINT 적립률로 운영되며, 제휴사별 적립 기준에 의해 적립됩니다.각 제휴사별 현장 적립률 및 세부적립 기준은 L.POINT 홈페이지 (www.lpoint.com)에서 확인하실 수 있습니다.이 더블 적립서비스는 롯데 체크 플러스 카드로 결제하시면서 현장 적립 받으신 포인트만큼 한 번 더 적립해드리는 서비스로, 다른 결제수단으로 결제하신 후 롯데 체크 플러스 카드로 현장 적립만 받으신 경우나 행사 등으로 제휴사에서 제공된 포인트에 대해서는 제공되지 않습니다.L.POINT 신규 제휴사가 추가 되는 경우에도 서비스가 제공됩니다.제휴사의 사정, 행사 등으로 인해 현장 적립이 제공되지 않은 매출에 대해서는 제공되지 않습니다.임대매장, 매장 내 위치한 가맹점 등과 같이 L.POINT 외 가맹점 번호를 사용하는 곳 에서는 더블 적립이 제공되지 않습니다.롯데카드 제공 L.POINT는 카드결제 승인이 카드사에 접수된 이후, 영업일 기준 4일 이내에 적립됩니다.포인트로 결제한 금액에 대해서는 포인트 적립이 되지 않습니다.회원탈회, 카드도난, 분실 등의 사유로 카드사용이 정지된 경우에는 포인트 사용이 제한됩니다.매출 취소 시 취소 매출에 해당하는 포인트는 차감됩니다.위 멤버스 제휴처에 포인트 적립을 위해 고객정보가 제공될 수 있으며, 신청서상 선택적 동의에 동의하신 경우 마케팅 활용 목적으로 고객정보가 사용될 수 있습니다.롯데멤버스㈜ 고객정보 제공에 동의한 회원에 한하여 L.POINT 적립 및 사용이 가능합니다.[소액신용서비스] 체크카드 잔고가 부족하셔도 당황하지 마세요! 롯데 체크카드에 신용카드 기능을 더했습니다.체크카드에 30만원의 신용카드 일시불 이용 한도 제공체크카드 계좌 잔고 부족 시 신용한도 내에서 전액 신용카드 결제소득공제 시 신용카드와 체크카드 이용금액 별도 산정다음의 경우 전액 신용카드 거래로 처리되며, 이용대금은 약정 결제일에 회원에게 청구됩니다. (결제일에 계좌 잔액 확인 요망)교통카드 이용, 휴대폰 부가서비스 이용 등 무승인거래 자동납부, 체크카드 일일/월간 이용한도 초과 시포인트 결제 시 (ex, 2만 포인트 보유 회원이 3만원 사용 승인 요청 시 2만원은 포인트로 차감하고 차액 1만원은 신용카드 거래로 처리) 단, 롯데멤버스 제휴사에서 포인트 결제 시에는 체크카드 거래가 가능합니다. (계좌 잔고 부족 시에는 신용카드 거래)계좌 잔액 부족 시 (계좌 잔액이 1만원인 상황에서 3만원 사용 승인을 요청하였을 경우 3만원 전액이 신용카드 거래로 처리)계좌 개설 은행의 전산장애(미응답, 체크카드 사용제한 시간 거래 시 등 포함) 등으로 사용이 불가한 경우소액 신용결제 이용한도는 이러한 결제방식 이용을 신청한 회원에 대하여 롯데카드에서 정하는 별도의 신용평가 기준에 충족될 경우, 30만원 이내에서 한도를 부여합니다.체크카드 결제분에 대한 신용카드로의 결제전환 및 할부전환은 가능하지 않습니다.연회비/SMS수수료 면제승인 SMS에 체크/신용문구 별도 표기결제계좌 가능은행 : KB국민/NH농협/신한/우리/SC제일/KEB하나/IBK기업/광주/경남/부산/대구/수협/전북은행
<혜택더하기>[SK주유포인트 적립] 포인트 적립SK주유소에서 주유하시면, 리터당 50포인트 적립 (1포인트=1원)포인트 적립한도: 일 30만원 / 월 100만원최근 3개월(이용일 2일 전부터 92일간) 월평균 이용금액이 30만원 미만일 경우, SK주유포인트는 적립되지 않습니다.주유 종류별로 적립되는 포인트는 SK주유소 휘발유 기준유가로 환산하여 적립해 드립니다.휘발유, 등유, 경유의 주유 시에 적립되며, LPG 충전 시에는 적립되지 않습니다.포인트 사용 : 최초 1만 포인트 이상 적립된 후부터, SK주유소에서 1포인트 단위로 사용 가능합니다.포인트 유효기간 : 5년[쇼핑] 롯데백화점 5% 현장할인 e-쿠폰 매월 2매 제공 및 무료주차권 제공쿠폰 발행월 직전 6개월간 롯데백화점에서 30만원 이상 이용회원에 한하여 매월 1일 2매 제공롯데면세점 5~10% 현장할인롯데ON 5% 현장할인 (일부품목 제외)[여가 및 문화] 롯데월드 본인 종합이용권 50% 현장 할인전월(승인일 기준 1일~말일) 이용금액이 20만원 이상인 회원님께 제공 / 월 1회, 연 6회 제공롯데시네마 관람료 1,500원 청구할인전월(승인일 기준 1일~말일) 이용금액이 20만원 이상인 회원님께 제공일 1회, 월 5회, 연 12회 제공, 현장구매에 한해 적용T.G.I.FRiDAYS 10% 현장 할인 (주류 제외)전월(승인일 기준 1일~말일) 이용금액이 20만원 이상인 회원님께 제공일 1회, 결제금액 기준 20만원(할인한도 2만원)까지 할인통신사 카드 및 다른 할인권과 중복 할인 안됨롯데리아, 엔제리너스커피, 나뚜루 1,000원당 50원 현장할인개인정보 마케팅 활용 및 롯데멤버스㈜ 고객정보 제공에 동의한 회원에 한해 제공
",2025-05-19 01:25:55.500701,DebitCard
5,위클리 체크카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC10343-A10343_nm1.png,"<캐시백>[Weekly 캐시백 서비스] Weekly 캐시백 서비스평일 이용실적이 높을수록 커지는 주말 캐시백 혜택주말 캐시백 서비스매주 평일 이용실적(월~금)주말(토,일) 캐시백월 캐시백한도5만원~10만원 미만주말이용실적의 0.5% 캐시백2만원10만원~20만원 미만주말이용실적의 1.0% 캐시백20만원 이상주말이용실적의 2.0% 캐시백평일, 주말 이용실적 및 한도는 Weekly 카드 본인, 가족카드 이용금액 및 캐시백 금액이 합산하여 산정됩니다.신규발급 회원은 사용등록일 이후 첫 주말 캐시백의 경우 이용금액에 관계없이 위 표의 평일 이용금액 5만원~10만원 미만 기준으로 0.5% 캐시백 서비스를 받으실 수 있습니다. 단, 평일 이용실적이 10만원 이상 시 해당 할인율 및 한도가 적용됩니다.교체 및 분실 등으로 인한 재발급카드, 가족카드 발급의 경우도 본인카드 최초 사용등록일 기준으로 서비스를 받으실 수 있습니다.지방세, 국세 세금납부 및 고용보험, 산재보험 이자, 각종 수수료와 같은 일부 가맹점의 매출은 주말 캐시백 및 평일 이용 실적 산정 시 포함되지 않습니다.캐시백은 주 1회 제공됩니다.카드결제 승인이 카드사에 접수된 이후 5~10일 이내(영업일 기준) 처리됩니다.가맹점 사정으로 지연될 수 있습니다.취소 거래일자와 취소 전표 매입일자는 가맹점 사정, 공휴일 등 기타 사정으로 늦어질 수 있습니다.무승인 매입 건은 해당매출이 롯데카드에 접수되는 일자 기준으로 평일 이용실적에 합산됩니다.매출 취소 시 원 매출일 기준 이용실적에서 취소금액이 차감됩니다.
<혜택더하기>[쇼핑] 롯데백화점 5% 할인 e-쿠폰쿠폰 발행월 직전 6개월간 롯데백화점에서 30만원 이상 롯데카드 사용회원에 한하여 매월 1일 2매 제공 (쿠폰 발행월 말일까지 사용 가능)현금, 임대매장에서 이용한 카드금액은 이용실적 기준 제외할인 제외 : 세일상품, 식당, 슈퍼, 가전, 임대매장 등 일부 매장, 롯데아울렛, elLOTTE(롯데아울렛 매출은 실적산정 대상에 포함)롯데ON 5% 할인 (일부품목 제외)[여가 · 문화 · 외식] 롯데시네마 관람권 1,500원 환급 할인 (일 1회, 월 5회, 연 12회)롯데월드 본인 종합이용권 50% 현장할인 (월 1회, 연 6회 통합)T.G.I.FRiDAYS 10% 현장할인 (주류제외)일 1회 결제금액 20만원 (할인한도 2만원)까지 적용통신사 카드, 기타 할인권과 중복 할인 불가지난달 이용금액 (일시불, 할부)이 20만원이상인 회원님께 제공(신규회원님 최초 카드사용등록 월 포함 3개월 차 말일까지 실적 조건없이 제공)광주패밀리랜드 본인 자유이용권 50% 현장 할인서울랜드 본인 자유이용권 30% 현장 할인롯데리아, 엔제리너스커피, 나뚜루 1,000원당 50원 할인서비스의 실적 및 횟수 제한은 본인, 가족카드 및 복수카드 합산 적용됩니다.
",2025-05-19 01:26:03.767728,DebitCard
5,위클리 VISA 롯데체크카드,//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC10343-B10347_nm1.png,"<캐시백>[Weekly 캐시백 서비스] Weekly 캐시백 서비스평일 이용실적이 높을수록 커지는 주말 캐시백 혜택주말 캐시백 서비스매주 평일 이용실적(월~금)주말(토,일) 캐시백월 캐시백한도5만원~10만원 미만주말이용실적의 0.5% 캐시백2만원10만원~20만원 미만주말이용실적의 1.0% 캐시백20만원 이상주말이용실적의 2.0% 캐시백평일, 주말 이용실적 및 한도는 Weekly 카드 본인, 가족카드 이용금액 및 캐시백 금액이 합산하여 산정됩니다.신규발급 회원은 사용등록일 이후 첫 주말 캐시백의 경우 이용금액에 관계없이 위 표의 평일 이용금액 5만원~10만원 미만 기준으로 0.5% 캐시백 서비스를 받으실 수 있습니다. 단, 평일 이용실적이 10만원 이상 시 해당 할인율 및 한도가 적용됩니다.교체 및 분실 등으로 인한 재발급카드, 가족카드 발급의 경우도 본인카드 최초 사용등록일 기준으로 서비스를 받으실 수 있습니다.지방세, 국세 세금납부 및 고용보험, 산재보험 이자, 각종 수수료와 같은 일부 가맹점의 매출은 주말 캐시백 및 평일 이용 실적 산정 시 포함되지 않습니다.캐시백은 주 1회 제공됩니다.카드결제 승인이 카드사에 접수된 이후 5~10일 이내(영업일 기준) 처리됩니다.가맹점 사정으로 지연될 수 있습니다.취소 거래일자와 취소 전표 매입일자는 가맹점 사정, 공휴일 등 기타 사정으로 늦어질 수 있습니다.무승인 매입 건은 해당매출이 롯데카드에 접수되는 일자 기준으로 평일 이용실적에 합산됩니다.매출 취소 시 원 매출일 기준 이용실적에서 취소금액이 차감됩니다.해외이용 안내[해외 가맹점 이용]해외 VISA 전 가맹점(온라인가맹점 포함)에서 일시불 거래만 가능합니다.(단, 호텔, 렌터카, 항공사, 주유소, 도박, 통신판매 등 해외 일부 업종에서 이용이 제한될 수 있습니다.)해외 이용 시 미화(USD)기준 이용 금액에 국제브랜드사가 부과하는 수수료(VISA 1%)를 포함하여 접수일의 환율 적용 후 롯데카드가 부과하는 해외 이용 수수료(0.2%)를 포함한 금액으로 출금됩니다.[해외 ATM 이용]해외 VISA 또는 PLUS 로고가 부착된 ATM에서 예금(현지통화)인출이 가능합니다.예금 인출 시 해외 이용 수수료(VISA : 인출금액의 1% + USD 3.0 )가 포함되어 출금됩니다.국제브랜드사 수수료의 경우, 국제브랜드사 정책에 따라 달라질 수 있습니다.
<혜택더하기>[쇼핑] 롯데백화점 5% 할인 e-쿠폰쿠폰 발행월 직전 6개월간 롯데백화점에서 30만원 이상 롯데카드 사용회원에 한하여 매월 1일 2매 제공 (쿠폰 발행월 말일까지 사용 가능)현금, 임대매장에서 이용한 카드금액은 이용실적 기준 제외할인 제외 : 세일상품, 식당, 슈퍼, 가전, 임대매장 등 일부 매장, 롯데아울렛, elLOTTE(롯데아울렛 매출은 실적산정 대상에 포함)롯데ON 5% 할인 (일부품목 제외)[여가 · 문화 · 외식] 롯데시네마 관람권 1,500원 환급 할인 (일 1회, 월 5회, 연 12회)롯데월드 본인 종합이용권 50% 현장할인 (월 1회, 연 6회 통합)T.G.I.FRiDAYS 10% 현장할인 (주류제외)일 1회 결제금액 20만원 (할인한도 2만원)까지 적용통신사 카드, 기타 할인권과 중복 할인 불가지난달 이용금액 (일시불, 할부)이 20만원이상인 회원님께 제공(신규회원님 최초 카드사용등록 월 포함 3개월 차 말일까지 실적 조건없이 제공)광주패밀리랜드 본인 자유이용권 50% 현장 할인서울랜드 본인 자유이용권 30% 현장 할인롯데리아, 엔제리너스커피, 나뚜루 1,000원당 50원 할인서비스의 실적 및 횟수 제한은 본인, 가족카드 및 복수카드 합산 적용됩니다.
",2025-05-19 01:26:12.015126,DebitCard
5,롯데 체크카드 은련(UPI),//image.lottecard.co.kr/UploadFiles/ecenterPath/cdInfo/ecenterCdInfoC00041-B10442_nm1.png,"<혜택>[포인트 적립] 전국 가맹점에서 롯데카드 제공 L.POINT 0.2% 적립SK주유소(LPG 제외)에서 리터당 50포인트 롯데 SK주유포인트 적립[연회비 면제] 평생 연회비가 면제됩니다.해외이용 안내[해외 ATM 이용]해외 은련(Unionpay) 로고가 부착된 ATM에서 예금(현지통화)인출이 가능합니다.예금 인출 시 해외 이용 수수료(은련(Unionpay) : 건당 USD 2.5)가 포함되어 출금됩니다.국제브랜드사 수수료의 경우, 국제브랜드사 정책에 따라 달라질 수 있습니다.
",2025-05-19 01:26:33.977177,DebitCard
